Unia,mara-du,genus,loga-asal,Latine,linke,Engle,Frans,Espanya,Arab,Hindu,putung Han,Nipon
grafi,,,,,,"n. picture, image; v. draw",,,,,,
grafi-kitap,,,,,,picture book,,,,,,
gran,,,"eng:grain, fra:grain, spa:grano, por:grão",,,"n. particle, grain, bead, pellet; seed, kernel; a. granular",,,,,,
grup,2,,"eng:group, por:grupo, spa:grupo, rus:гру́ппа, jpn:グループ, fas:گروه, tur:güruh, may:grup",,,"n. group, collection; flock, herd, pack, shoal, school (of fish); band (of musicians); tr.v. group, put together, assemble; intr.v. come together, assemble",,,,,,
gu,,,,,,tool; instrument; implement; utensil; organ; -ware,,,,,,
gula-sei,,,,,,"n. beverage, drink",,,,,,
gula? drinke?,,,,,,"swallow, drink",,,,,,
gurube-nyama,,,,,,pork,,,,,,
gusto,2,,,,,taste; flavor,,,,,,
habar gazet,,,,,,newspaper,,,,,,
hafiza-plas,2,,,,,"sanctuary, reservation, preserve",,,,,,
hafiza? garda?,2,,"ara:حَفِظَ, tur:hıfız, swa:-hifadhi",,,"keep, hold, conserve, preserve; protect, guard; (computing) save",,,,,,
hai bio-logi,,,,,,marine biology,,,,,,
hai-kenar,2,,,,,"n. coast, shore",,,,,,
hai-porto,,,,,,seaport,,,,,,
hai-sing,,,,,,"starfish, seastar",,,,,,
haki,2,,,,,"n. right, privilege; a. entitled",,,,,,
hakim,,,,,,"a. wise, prudent",,,,,,
hakim,2,,,,,v. judge; n. judgement,,,,,,
hakim te,,,,,,"n. wisdom, prudence",,,,,,
hakim-zen,,,,,hakim,"n. sage, savant",,,,,,
hal,2,,"ara:حال, swa:hali, tur:hal, may:hal, fas:حال, hin:हाल, ben:হাল",,,"status, state, condition, way",,,,,,
halal meik,2,,,,,"tr.v. allow, permit",,,,,,
halal nai,2,,,,,"aux.v. may not, cannot, must not; i. no way, that's no good",,,,,,
halal nai meik,2,,,,,"tr.v. forbid, disallow",,,,,,
halal-teze,2,,,,,"n. permission, blessing, green light",,,,,,
halal?,1,,,,debe,"aux.v. may, can; i. go ahead, fine, okay",,,,,,
hama,2,,,,,hammer,,,,,,
hastage?,,,,,,hashtag,,,,,,
hat eskala-gi,2,,,,eskala-gi,ladder,,,,,,
hat loga,,,,,,"sign language, signed language",,,,,,
hata,,,"ara:حتى, fas:حتی‎, tur:hatta, swa:hata, spa:hasta, por:até",,,"av. even; too; both; (in a negative sentence) neither, either",,también; ambos; tampoco,,,,も
hata va,,,,,,"av. however, but (always goes at the beginning of the sentence)",,,,,,
hatar (baya?),,,"hin:ख़तरा, swa:hatari, ara:خطر, fas:خطر‎, ben:খতরা",,,"n. danger; a. dangerous; close (call); av. nearly, almost; i. watch out; look out",,,,,,
hava,,,"ara:هَوَاء, tur:hava, hin:हवा, may:hawa, fas:هوا‎, swa:hewa, ben:হাওয়া",,,"n. wind; ventilation, air-flow; v. blow",,,,,,
hava-ding-gu,,,,,,wind chime,,,,,,
hava-nica,2,,,,,"a. downwind, leeward",,,,,,
hava-super,2,,,,,"a. upwind, windward",,,,,,
hehem?,,,,,,intr.v. to clean one's throat,,,,,,
hekto-nen,,,,,,century,,,,,,
hele fang,,,,,,"n. directions, navigation, route",,,,,,
hele fasil?,,,,,,"accessible, reachable; attainable",,,,,,
hele tarif,,,,,,n. fare,,,,,,
hele-gol,2,,,,,n. destination,,,,,,
hele-kek,,,,,kek,n. passenger,,pasajero,,,,
helis eskala,,,,,,spiral staircase,,,,,,
henzai,,,zho:現在,,,"present, current",,"actual, presente",,,,
henzai pe (keizuk hata?),,,,,,"now, at the moment; still, even now; (in a negative sentence) yet",,,,,,
henzai-pesa? zinsit-pesa?,,,,,,cash,,,,,,
henzai-versi,,,,,,n. current version; a. up-to-date,,,,,,
herts,,,,,,Hertz,,,,,,
hichaik?,,,,,,hitchhike,,,,,,
hir-hele,,,,,hele,intr.v. come; tr.v. summon,,,,,,
hisap,2,,,,,"tr.v. calculate; n. calculation, calculus",,,,,,
hisap-makin,2,,,,,n. calculator,,,,,,
hotel-kek,2,,,,kek,"n. guest, visitor",,huesped,,,,
hotel-sut,2,,,,,n. hospitality,,,,,,
hotel-zen,3,,,,,n. host; hotelier,,,,,,
huang kesa,,,,,,a. blonde,,,,,,
huang kesa zen,,,,,huang kesa,blonde,,,,,,
hui-kolor,,,,,hui,gray,,,,,,
hur,,,,,,"a. free, independent; n. freedom, liberty, independence",,,,,,
hur-fa,,,,,,"v. free, liberate",,,,,,
ica?,,,,,,n. will; intent; volition; what one wanted; v. will; intend; a. intentional; voluntary; av. on purpose,,,,,任意,
idiot,,,,,,a. stupid; idiotic; n. idiot,,,,,,
idiota-sip imbura,,,,,,n. deceptively light rain,,,,,,
ifuk,,,zho:衣服,,,n. clothes; v. wear,,,,,,
ifuk-fa,,,,,ifuk,v. put on,,,,,,
ihtisar,,,"ara:اختصار, fas:اختصار, tur:ihtisar, may:ikhtisar",,,"n. summary, abstract, synopsis, overview, outline, epitome, gist, briefing; abbreviation; tr.v. summarize, abbreviate, outline",,resumen,,सारांश,摘要,概要
imbura,2,,"swa:mvua, nya:mvula, sho:mvura, xho:ímvûla, zul:ímvûla, sot:pula, tsn:pula",,,"n. rain; a. rainy; intr.v. rain, fall",,,,,,
imbura ?,,,,,,rain drop,,,,,,
imbura aroma,,,,,,"petrichor, smell of rain",,,,,,
imperi,,,,,,n. empire (see *imperi desa*); a. imperial,,,,,,
imperi zen,,,,,,emperor,,,,,,
in li,,,,,,into,,,,,,
in-?,,,,,,"tr.v. accept, absorb, adopt, receive, take in",,,,,,
in-desa,,,,,,"a. domestic, intranational",,,,,,
in-desa cang,,,,,,"civil war, intrastate war",,,,,,
in-fa tarif,,,,,,"entrance fee, admission",,,,,,
in-fa tiket,,,,,,admission ticket,,,,,,
in-fiksa,,,,,,n. infix,,,,,,
in-flu,,,,,,influx,,,,,,
in-moto,,,,,,intr.v. immigrate,,,,,,
in-mun,,,,,,"entrance, entryway, way in",,,,,,
in-parke,,,,,,courtyard,,,,,,
in-plas,,,,,in-fa,"tr.v. embed, insert, inset",,,,,,
in-porto,,,,,,import,,,,,,
in-porto tarif,,,,,,"tariff, levy, duties",,,,,,
in-poza,,,,,,"tr.v. include, enclose, contain; a. inclusive; n. inclusion",,,,,,
in-poza pe,,,,,,pp. including,,,,,,
in-presi,,,,,,"impress, imprint; compress, squeeze",,,,,,
in-sei,2,,,,,n. input,,,,,,
in-te registra,,,,,registra,"inventory, manifest",,,,,,
in-te tablo,,,,,,table of contents,,,,,,
in-te-gu,,,,,,"container, vessel",,,,,,
in-te-sei,,,,,,content,,,,,,
in-tiket,,,,,,entry ticket,,,,,,
in-yeksi,,,,,,"inject, shoot in",,,,,,
indigo-kolor,,,,,indigo,"indigo, purple",,,,,,
indigo?,,,,,,indigo plant,,,,,,
ingener,,,,,,engineer,,,,,,
iris (ire?? iride?),,,,,,rainbow,,,,,,
ironi?,2,,,,,"n. sarcasm, satire, rhetorical irony",,,,,,
islam,,,"ara:أسلم, tur:teslim, swa:-salimu",,,"v. submit, yield, concede, obey, give way",,,,,,
itiraf,2,,"ara:اِعْتِرَاف, fas:اعتراف, tur:itiraf, hin:ए'तिराफ़",,,"tr.v. acknowledge, admit, accept, concede; admit, confess; acknowledge, recognize, give credit; n. acknowledgement, acknowledgment, admission, confession; acknowledgement, credit, recognition",,,,,,
janel ze lansa,,,,,,tr.v. throw out a window,,,,,,
kabalo-zen,,,,,,centaur,,,,,,
kafe vegeta,2,,,Caffea,,"coffee plant, coffee bean",,,,,,
kafe-kan,2,,,,,cafe,,,,,,
kafe-kolor,2,,,,kafe,brown,,,,,,
kaguzi?,2,,,,,paper,,,,,,
kahroba-kolor,2,,,,kahroba,amber (color),,,,,,
kai?,,,zho:開,,,"tr.v. open; clear, disperse; untie, unravel; turn on, switch on; a. open; clear, unobstructed; on, turned on",,,,,,
kaisi,1,,zho:開始,,,"v. start, begin, commence; n. start, beginning; a. starting, initial",,,,,,開始
kak te,,,,,,"n. siblinghood, brotherhood, sisterhood, fraternity, sorority",,,,,,
kakao kesa,,,,,,a. brunette,,,,,,
kakao kesa zen,,,,,kakao kesa,brunette,,,,,,
kalendar,2,,,,,calendar,,,,,,
kalse-foto,,,,,,n. limelight,,,,,,
kalse-gansek,,,,,,n. limestone,,,,,,
kamar table,,,,,,directory,,,,,,
kamar-bas,,,,,,n. floor,,,,,,
kamar-dosti,,,,,,roommate,,,,,,
kamar-super,,,,,,n. ceiling,,,,,,
kan,,,"fas:خانه, zho:館",,,"n. building; sf. -shop, -hall, -lodge, -house",,,,,,
kan-zen,,,,,,"employee, store clerk",,,,,,
kanca-meik,,,,,kanca,"glass, made of glass",,,,,,
kanca?-gu,,,,,,glassware,,,,,,
kanon bol,,,,,,cannonball,,,,,,
kaos,,,,,,chaos,,,,,,
kapti te,,,,,,"n. captivity, detention",,,,,,
kapti-kek?,,,,,,"n. captive, prisoner",,,,,,
kapti-zen,2,,,,,"captor, imprisoner",,,,,,
kapti?,,,,,,"tr.v. capture, arrest, detain, apprehend, catch; n. arrest, capture; a. captured, arrested, detained",,,,,,
kara,,,,,,"tr.v. do, perform, commit, execute, carry out; intr.v. act; work, labor; n. deed, act, action; work; task, chore; work (physics)",,"a. hecho; tr.v. hacer, dar; intr.v. trabajar; n. hecho, acción; trabajo; tarea",,,做,"為る,行う"
kara fang,,,,,fang,"way, method, means; instructions, directions",,,,,,
kara fraze,3,,,,,n. verb phrase,,,,,,
karbo es-misi,,,,,,carbon emissions,,,,,,
karera,,,"eng:career, spa:carrera, por:carreira, rus:карье́ра, tur:kariyer, may:karier, jpn:キャリア",,,"n. career, job, employment, work",,,,,,
kargo,,,,,,"tr.v. load, charge; n. cargo, payload; freight; (physics) charge",,,,,,
karip area,,,,,karip,"n. proximity, surrounding area",,,,,,
karip li,,,,,,"pp. toward, closer to, coming to; av. closer",,,,,,
karip-fa,,,,,,intr.v. approach,,,,,,
karsi,,,,,,rough; coarse; abrasive,,,,,,
karsi-toc,,,,,,a. rough; violent; v. roughhouse; manhandle,,,,,,
karta,,,,,,card,,,,,,
karta-ban,,,,,,cardboard; sheet of cardboard,,,,,,
kasa,,,"eng:case, spa:caja, fra:cas, por:caixa, rus:ка́сса",,,"box, basket, bucket, case, chest, crate, capsule, container",,,,,,
kaste?,,,,,,cast (technology),,,,,,
kastel-agresi,,,,,,"n. siege, envelopment; tr.v. besiege",,,,,,
kastel-agresi-makin,,,,,,n. siege engine,,,,,,
kat,,,,,,"v. cut, shear",,,,,,
kat-fon,,,,,kat,"n. section, slice, cut, part",,,,,,
kat-gu,,,,,,shears; scissors; knife; scalpel,,,,,,
kaya-yam-gol,,,,,,prey,,,,,,
kazo,2,,,,,"case, instance",,,,,,
ke muezi,2,,,,,what month,,,,,,
ke nen,2,,,,,what year,,,,,,
ke nit,2,,,,,what day,,,,,,
keizuk,1,,zho:継続,,,"intr.v. continue, carry on; tr.v. continue, resume; aux.v. keep, continue",,,,,,続行
kek,,,zho:客,,,"n. client, patron, customer",,cliente,,,,
kek-pan,,,,,,clientele,,,,,,
kenar,2,,"fas:کِنار, hin:किनारा, ben:কিনার, pan:ਕਨਾਰਾ, tur:kenar, ara:كَنَار",,,"n. boundary, border, edge; periphery, margin; a. peripheral",,,,,,
kenar nagra,,,,,,"n. satellite city, exurb, edge city",,,,,,
kenar nagra kan,3,,,,,n. satellite city hall,,,,,,
kenar-sen,2,,,,,"n. borderline, boundary line",,,,,,
kerne famili,,,,,,nuclear family,,,,,,
kerne? nukleo?,,,,,,"core, nucleus, kernel, pit, seed, stone, nut",,,,,,
kesa-[string?],,,,,,knitting wool; woolen yarn; woollen yarn,,,,,,
kesa(kec?),,,,,,"hair, fur",,,,,,
ki?,,,zho:期,,,"period, term, time, age, era, stage",,,,,,
kinar pe?,,,,,,"pp. around, circling",,,,,,
kinar-san,,,,,,n. foothill,,,,,,
kinema-sut,,,,,,cinematography,,,,,,
kinema?,van,,,,,"n. movie, film",,,,,,
kio???,,,,,,"v. request, ask (a favor); n. request",,,,,,
kiosko,2,,"eng:kiosk, por:quiosque, spa:quiosco, rus:кио́ск, tur:kiosk, ara:كُشْك, may:kiosk, jpn:キオスク",,,n. kiosk,,,,,,
kisa,van,,"ara:, fas:قصه, hin:क़िस्सा, urd:قصہ, swa:kisa, tur:kıssa, may:kisah",,,"n. story, tale, account; v. tell; narrate",,,,,,
kisa-kitap,van,,,,kisa,"novel, work of fiction",,,,,,
kisma,,,"ara:قِسْمَة, hin:किस्मत, tur:kısmet, may:kismat, fas:قسمت",,,fate,,,,,,運命
kitap,,,"ara:كتاب, swa:kitabu, tur:kitap, hin:किताब, ben: কিতাব, may:kitab, fas:کِتَاب",,,"v. write; n. book; scroll; text, writing, paper, work",,,,,,
kitap loga,,,,,,written language,,,,,,
kitap-gu,,,,,,"stationary, writing supplies",,,,,,
kitap-meza,,,,,,writing desk,,,,,,
kitap-zen,,,,,meik-zen,"writer, author, composer",,,,,,
klama? alama?,,,"eng:claim, fra:clamer, spa:llamar, por:chamar, ita:chiamare",,,"tr.v. call, hail; summon, invoke",,,,,,
klaode? megan?,,,,,,cloud,,,,,,
klare,,,,,,"a. clear, sharp; n. clarity, definition",,,,,,
klare-fa,,,,,klare,"tr.v. clarify, explain; focus (a camera); n. explanation",,,,,,
kluzi,,,,,,v. close; a. closed,,,,,,
koc-zen,,,,,koc,n. coach,,,,,,
koc?,,,,,,tr.v. coach,,,,,,
kode,2,,,,,"n. code; intr.v. code, write code; tr.v. encode",,,,,,
kolor,,,,,,n. color; a. colorful; sf. -colored,,,,,,"色彩,色"
komun-nacis?,,,,,,n. pollution; v. pollute,,,,,,
kon li,2,,,,,"pp. together with, along with",,,,,,
kon-dom,,,,,,intr.v. live together,,,,,,
kon-du?,,,,,,n. coordinate,,,,,,
kon-fas,,,,,,n. face-off; confrontation; v. face; confront,,,,,,
kon-gami,,,,,,co-spouse,,,,,,
kon-kara,,,,,,"collaboration, cooperation",,,,,,
kon-kluzi?,,,,,,v. wrap-up; conclude; n. conclusion,,,,,,
kon-kore,,,,,,"n. competition, contest",,,,,,
kon-kore-zen,,,,,,"competitor, contestant",,,,,,
kon-mal,,,,,,tr.v. share,,,,,,
kon-misi,,,,,,committee,,,,,,
kon-misi-zen,,,,,,committee member,,,,,,
kon-plas,,,,,,"tr.v. compose, assemble, put together",,,,,,
kon-teste,,,,,,"contest, competition, face-off",,,,,,
kon-trata,2,,,,,"intr.v. interact with each other, deal with each other; n. dealings, interaction, relationship",,,,,,
kon-trata dokum,2,,,,kon-trata,"contract, agreement, deal, covenant, compact",,,,,,
kono,,,,,,n. cone; a. conic,,,,,,
konong,0,,zho:可能,,,"aux.v. can, might; n. possibility, potential outcome; a. possible; probable; able; av. possibly; probably",,,,,,
konong li,,,,,,av. maybe; possibly,,,,,,
konong nai konong,,,,,,"aux.v. might, could; i. maybe, it's possible",,,,,,
konong te,,,,,,"n. possibility, probability; ability, capability",,,,,,
kontra li,,,,,,cj. versus,,,,,,
kontrol,,,"eng:control, spa:control, fra:contrôle, por:controlo, rus:контро́ль, tur:kontrol, may:kontrol, jpn:コントロール, hin:कंट्रोल",,,"v. control, dictate, rule; restrict; n. control, influence, authority",,,,,,
kontrol-fa,,,,,,"tr.v. take control, take over, dominate",,,,,,
kontrol-gu,,,,,kontrol,"controller, controls",,,,,,
kopi,,,"eng:copy, por:cópia, spa:copia, fra:copie, deu: Kopie, zho:拷貝, jpn:コピー, rus:копия",,,"copy, duplicate, replicate",,"n. copia; v. copiar, duplicar",,,,"コピー,複製"
korde-[jump],,,,,,jump rope,,,,,,
korko,,,,,,cork,,corcho,,,,
korko-ban,,,,,,corkboard,,,,,,
korte,,,,,,a. short,,a. corto; bajo (de una persona o un edificio),,,,
korte kinema,van,,,,,n. short film,,,,,,
kosis,1,,"fas:کوشش, hin:कोशिश, mar:कोशीस, pan:ਕੋਸ਼ਿਸ਼",,,"aux.v. try, attempt, endeavor; intr.v. toil, work hard; n. attempt, try; effort, endeavor, labor, toil, hard work",,,,,,
kosmeti,,,,,,"n. makeup, cosmetics; v. makeup, dress up, disguise",,,,,,
krasi,,,"eng:-cracy, spa:cracia, ara:مُقْرَاطِيَّة, swa:-krasia, tur:-krasi, may:-krasi",,,"tr.v. rule, rein, govern; sf. -ocracy, -archy",,,,,,
krasi tarif,,,,,,n. tax,,,,,,
krati cef,,,,,,head of government,,,,,,
krede,,,,,,believe,,,,,,
kredi,,,,,,"believe, trust",,,,,,
kredi karte,,,,,,credit card,,,,,,
kreol,3,,"crs:kreol, gcf:kréyòl, acf:kréyol, hat:kreyòl, jam:kriyuol, kea:kriolu, eng:creole, por:crioulo, spa:criollo, rus:крео́л, tur:kreol, swa:krioli, jpn: クレオール, zho:克里奥尔 (kèlǐ'ào'ěr)",,,"n. Creole person, a. Creole",,,,,,
kreol loga,3,,,,kreol,"n. creole language, pidgin, patois",,,,,,
krim tarif,,,,,,"n. fine, fee",,,,,,
kripto? sekreto? rahasi?,2,,,,,"tr.v. hide, conceal; intr.v. hide; a. hidden, secret; n. secret",,,,,,
kristo,,,,,,"christ, messiah",,,,,,
Kristo san-kitap,2,,,,,n. Christian Bible,,,,,,
krizantem,,,,,,chrysanthemum,,,,,,
krize,,,,,,crisis,,,,,,
krus li,2,,,,,"pp. across, through",,,,,,
krus-den,,,,,,"intersection, coincidence",,,,,,
krus-metro,,,,,,diameter,,,,,,
kuk-kamar,,,,,,n. kitchen,,,,,,
kuk?,2,,,,,v. cook,,,,,,
kukuruku,,,,,,i. cock-a-doodle-doo,,,,,,
kul,,,"eng:cool, cmn:酷, fra:cool, spa:cool, deu:cool",,,"cool, neat, stylish, fashionable, attractive",,,,,,
kup,,,"eng:cup, spa:copa, por:copa, swa:kopo, jpn:コップ",,,cup,,,,,,
kupre-kolor,,,,,kupre,copper (color),,,,,,
labor,,,,,,"tr.v. work on; intr.v. work, labor; function; n. work, job, labor; task, chore; work (physics)",,n. trabajo; v. trabajar,,,工作,"働き,仕事"
labor-fin,,,,,,"tr.v. resign, quit; n. resignation",,,,,,
labor-kaisi,,,,,,"tr.v. assume (a post), take up (office); n. inauguration",,,,,,
labor-lista,,,,,,to-do list,,,,,,
labor-meza,,,,,,"worktable, desk",,,,,,
labor-plas,2,,,,,"workplace, place of work",,,,,,
lakte-su,,,,,,lactose,,,,,,
lala (sona?),,,"swa:-lala, ssw:-lala, xho:-lala, zul:-lala, sna:-rara, yor:lá",,,"intr.v. sleep; lie down, recline; a. asleep; prone, lying down",,,,,,
lala-amir,,,,,,"tr.v. hypnotize, mesmerize",,,,,,
lala-amir te,,,,,,"n. trance, hypnosis",,,,,,
lala-amir-sut,,,,,,hypnosis,,,,,,
lala-fa,,,,,,tr.v. put to sleep; lay,,,,,,
lala-no-pati?,,,,,,insomnia,,,,,,
lala-yao,,,,,,sleepy,,,,,,
lana,,,,,,"n. curse; tr.v. curse; i. no, fuck, curses",,,,,,
lana-fin,,,,,,"a. cursed, unlucky",,,,,,
lao te,,,,,,n. old age,,,,,,
lao-sei-logi?,,,,,,archaeology,,,,,,
latif,,,,,"latif-te,latif-kara","a. kind, nice, friendly, polite; v. do a favor; i. please",,,,,,
latif-kara,,,,,latif,"n. kindness, favor",,,,,,
latif-te,,,,,latif,"n. kindness, politeness",,,,,,
lato li,,,,,,"pp. across, crossing",,,,,,
lato pe,,,,,,"pp. beside, at the side of",,,,,,
lato to,,,,,,"sideways, to the side, side-to-side",,,,,,
lato-du,,,,,,"n. width, breadth; latitude",,,,,,
lato-tantu,,,,,,weft,,,,,,
lazur-nil,,,,,lazur,azure,,,,,,
legu,,,"eng:light, spa:ligero, deu:leicht, rus:лёгкий, hin:लघु, ben:লঘু",,,"light, lightweight, weak; mild; insubstantial",,,,,,
legu-?,,,,,,"agile, nimble",,,,,,
legu-hisap,,,,,,n. logarithm,,,,,,
legu-sei,,,,,,trivial,,,,,,
leiden,,,zho:雷電,,,lightning; thunder,,,,,,
lente?,1,,,,rapide,"a. slow, lethargic",,,,,,
liber,,,,,,"a. free; v. free, set free",,,,,,
liber te,,,,,liber,n. freedom,,,,,,
lida,2,,,,,leader,,,,,,
lida fang,,,,,,"n. leadership, guidance, direction, leadership style",,,,,,
lida te,,,,,,"n. leadership, authority",,,,,,
lige kisa,,,,,,light novel,,,,,,
lili cang,,,,,,"battle, skirmish",,,,,,
limit,2,,,,,"n. limit, border, bound; scope, extent; limit (mathematics); tr.v. to limit, to confine, to restrict",,,,,,
limit-den,2,,,,,"n. threshold, breaking point",,,,,,
limon kuen,,,zho:枸櫞,,limon,n. citron,,,,,,
lin,2,,,,,neighbor,,,,,,
lip-fa,2,,,,lip,intr.v. stand up; tr.v. erect,,,,,,
lista,,,"eng:list, spa:lista, por:lista, tur:liste, jpn:リスト",,,"list, enumeration",,,,,,
loga,,,"ara:لُغَة, fas:لغت‎, tur:lügat, swa:lugha, may:logat, eng:-log, spa:-logo, por:-logo, rus:ло́г",,,"tr.v. say; tell; speak (a language); intr.v. talk, speak; n. speech, talk; utterance, statement, remark",,,,,,
loga famili,,,,,,language family,,,,,,
loga fang,,,,,loga,"n. lect, language, way of speaking; phrasing",,,,,,
loga lista,,,,,,dictionary; glossary,,,,,,
loga sut,,,,,,"discourse, speaking, expression of thoughts and ideas",,,,,,
loga-asal,,,,,,n. etymology,,,,,,
loga-su,,,,,,word,,,,,,
logi gazet,,,,,,academic journal; scientific journal,,,,,,
logiko?,,,,,,"n. logic, reason, sense",,,,,,
London metropol-tren,3,,,,,"London Underground, the Tube",,,,,,
long,2,,,,,a. long; tall,,a. largo; alto (de una persona o un edificio),,,,
long kisa,,,,,,"epic, full-length novel",,,,,,
long-du,,,,,,n. length; height; duration,,,,,,
luk-gon,,,,,,hexagon,,,,,,
lunsot nai li,,,,,,av. of course; naturally,,,,,无论,もちろん
lunsot?,,,zho:論説,,,"discourse, discussion, debate",,,,,,
mac,,,,,,"n. match, contest, competition, game; tr.v. compete, face off",,,,,,
mac bace,,,,,,boy,,,,,,
mac kon-gami,,,,,,co-husband,,,,,,
mac-sam,2,,,,,"a. masculine, manly, boyish",,,,,,
maci kapti,,,,,,intr.v. fish; n. fishing,,,,,,
maci-gu,2,,,,,fishing equipment,,,,,,
maci-nyama,,,,,,fish meat,,,,,,
magi-teze,,,,,,spell; magic word,,,,,,
magi-zen,,,,,,"magician, wizard, witch, sorcerer",,,,,,
magi?,,,,,,magic,,,,,,
magnet,,,,,,magnet,,,,,,
magnet,,,,,,n. magnet; a. magnetic,,,,,,
mahazin,,,,,,"tr.v. store, save, stock, put away, deposit; save (computing); n. storage, savings",,guardar,,,,
mahazin-sei,,,,,mahazin,"stock, stockpile, supply, reserve",,,,,,
mai-dona,,,,,,"sell, vend",,,,,,
mai-dona-zen,,,,,,"seller, vendor, salesman",,,,,,
mai-get,,,,,,"buy, purchase",,,,,,
mai-get-zen,,,,,,"buyer, purchaser",,,,,,
mai-plas,,,,,,"n. sales counter, purchasing area",,,,,,
mai?,,,,,,"commerce, buying and selling",,,,,,
makala,,,"ara:مَقَالَة, fas:مقاله, swa:makala, tur:makale, swa:makala",,,"article, report, essay, piece, column; remark, comment",,,,,,
makin,,,,,,"machine, device, apparatus",,,,,,
makin-tipo,,,,,,"model, line",,,,,,
mal te,,,,,,"n. possession, ownership",,,,,,
mana,,,"ara:معنى, swa:maana, fas:معنی‎, tur:mana, hin:मअनी, hau:ma'ana, may:makna",,"alama,nia","n. meaning, significance; tr.v. mean, signify",,,,,,
mani?-sos?,,,,,,peanut butter,,,,,,
manteka,,,"spa:manteca, por:manteiga, hin:मक्खन, (fas:مسکه, rus:ма́сло)?",,,butter,,,,,,
mar faze,,,,,,tide,,marea,,,,
mar-dinar,3,,,,,seawall,,,,,,
mara,,,,,,time; turn; instance,,,,,,
mara-du,,,,,,frequency,,,,,,
marana?,,,,,,wasting away?,,,,,,
marca-baton,,,,,,"n. cane, staff, walking stick",,,,,,
marca-zen,,,,,,"pedestrian, walker",,,,,,
marce dao,,,,,,hiking trail,,,,,,
maret,,,"eng:mallet, spa:martillo, por:martelo, rus:молот, may:martil",,,hammer; mallet,,,,,,
marifa,,,"ara:معرفة, fas:معرفت, swa:maarifa, tur:marifet, may:makrifat",,,"tr.v. know; get to know, meet; n. knowledge; ingenuity; science; a. known, familiar; definite (grammar)",,saber; conocer,,,,"知識,知る"
marifa nai,,,,,marifa nai,"a. unknown, unfamiliar; indefinite (grammar)",,,,,,
marifa-fa,,,,,,"tr.v. find out, get to know",,,,,,
marifa-meik,,,,,,"tr.v. notify, inform, let know",,,,,,
marifa-yao,,,,,,"n. interest, curiosity",,,,,,
marifa-yao don,,,,,,"tr.v. interest; a. interesting, curious",,,,,,
